State,Market,Commodity,Date,Min_Price,Max_Price,Modal_Price,City,Retail_Price,Distance_km,Transport_rate_per_km,Transport_cost_per_kg,Price_Spread,Profit_per_kg,Profit_per_ton,Profit_per_truck,Opportunity_Score
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,48,39,1.872,0.5,-1.372,-1372.0,-6860.000000000001,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,207,16,3.312,0.5,-2.812,-2812.0,-14060.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,1085,34,36.89,0.5,-36.39,-36390.0,-181950.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,430,23,9.89,0.5,-9.39,-9390.0,-46950.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,1275,17,21.675,0.5,-21.175,-21175.0,-105875.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,671,16,10.736,0.5,-10.236,-10236.0,-51180.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,1118,23,25.714,0.5,-25.214,-25214.0,-126070.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,884,21,18.564,0.5,-18.064,-18064.0,-90320.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,739,35,25.865,0.5,-25.365,-25365.0,-126824.99999999999,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,641,39,24.999,0.5,-24.499,-24499.0,-122495.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,287,37,10.619,0.5,-10.119,-10119.0,-50595.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,626,38,23.788,0.5,-23.288,-23288.0,-116440.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,900,24,21.6,0.5,-21.1,-21100.0,-105500.0,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,1228,30,36.84,0.5,-36.34,-36340.0,-181700.00000000003,100.0
Gujarat,Jaipur,Cabbage,2024-02-16,10,39,24.5,Pune,25,1455,29,42.195,0.5,-41.695,-41695.0,-208475.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,480,27,12.96,-7.0,-19.96,-19960.0,-99800.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,1207,17,20.519,-7.0,-27.519,-27519.0,-137595.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,1382,38,52.516,-7.0,-59.516,-59516.0,-297580.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,382,28,10.696,-7.0,-17.695999999999998,-17695.999999999996,-88479.99999999999,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,629,20,12.58,-7.0,-19.58,-19580.0,-97899.99999999999,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,1452,39,56.628,-7.0,-63.628,-63628.0,-318140.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,73,17,1.241,-7.0,-8.241,-8241.0,-41205.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,48,39,1.872,-7.0,-8.872,-8872.0,-44360.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,207,16,3.312,-7.0,-10.312,-10312.0,-51560.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,1085,34,36.89,-7.0,-43.89,-43890.0,-219450.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,430,23,9.89,-7.0,-16.89,-16890.0,-84450.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,1275,17,21.675,-7.0,-28.675,-28675.0,-143375.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,671,16,10.736,-7.0,-17.736,-17736.0,-88680.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,1118,23,25.714,-7.0,-32.714,-32714.0,-163570.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,884,21,18.564,-7.0,-25.564,-25564.0,-127820.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,739,35,25.865,-7.0,-32.864999999999995,-32864.99999999999,-164324.99999999997,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,641,39,24.999,-7.0,-31.999,-31999.0,-159995.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,287,37,10.619,-7.0,-17.619,-17619.0,-88095.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,626,38,23.788,-7.0,-30.788,-30788.0,-153940.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,900,24,21.6,-7.0,-28.6,-28600.0,-143000.0,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,1228,30,36.84,-7.0,-43.84,-43840.0,-219200.00000000003,100.0
Gujarat,Jaipur,Tomato,2024-01-16,22,56,39.0,Pune,32,1455,29,42.195,-7.0,-49.195,-49195.0,-245975.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,480,27,12.96,71.0,58.04,58040.0,290200.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,1207,17,20.519,71.0,50.481,50481.0,252405.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,1382,38,52.516,71.0,18.484,18484.0,92420.00000000001,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,382,28,10.696,71.0,60.304,60304.0,301520.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,629,20,12.58,71.0,58.42,58420.0,292100.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,1452,39,56.628,71.0,14.372,14372.0,71860.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,73,17,1.241,71.0,69.759,69759.0,348795.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,48,39,1.872,71.0,69.128,69128.0,345640.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,207,16,3.312,71.0,67.688,67688.0,338440.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,1085,34,36.89,71.0,34.11,34110.0,170550.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,430,23,9.89,71.0,61.11,61110.0,305550.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,1275,17,21.675,71.0,49.325,49325.0,246625.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,671,16,10.736,71.0,60.263999999999996,60263.99999999999,301320.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,1118,23,25.714,71.0,45.286,45286.0,226430.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,884,21,18.564,71.0,52.436,52436.0,262180.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,739,35,25.865,71.0,45.135000000000005,45135.00000000001,225675.00000000003,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,641,39,24.999,71.0,46.001000000000005,46001.00000000001,230005.00000000003,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,287,37,10.619,71.0,60.381,60381.0,301905.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,626,38,23.788,71.0,47.212,47212.0,236060.00000000003,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,900,24,21.6,71.0,49.4,49400.0,247000.0,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,1228,30,36.84,71.0,34.16,34160.0,170799.99999999997,100.0
Delhi,Jaipur,Brinjal,2024-01-04,27,57,42.0,Pune,113,1455,29,42.195,71.0,28.805,28805.0,144025.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,480,27,12.96,13.5,0.5399999999999991,539.9999999999991,2699.999999999996,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,1207,17,20.519,13.5,-7.018999999999998,-7018.999999999998,-35094.99999999999,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,1382,38,52.516,13.5,-39.016,-39016.0,-195080.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,382,28,10.696,13.5,2.8040000000000003,2804.0000000000005,14020.000000000002,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,629,20,12.58,13.5,0.9199999999999999,919.9999999999999,4600.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,1452,39,56.628,13.5,-43.128,-43128.0,-215640.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,73,17,1.241,13.5,12.259,12259.0,61295.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,48,39,1.872,13.5,11.628,11628.0,58140.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,207,16,3.312,13.5,10.188,10188.0,50940.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,1085,34,36.89,13.5,-23.39,-23390.0,-116950.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,430,23,9.89,13.5,3.6099999999999994,3609.9999999999995,18049.999999999996,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,1275,17,21.675,13.5,-8.175,-8175.000000000001,-40875.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,671,16,10.736,13.5,2.7639999999999993,2763.9999999999995,13819.999999999996,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,1118,23,25.714,13.5,-12.213999999999999,-12213.999999999998,-61069.99999999999,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,884,21,18.564,13.5,-5.064,-5064.0,-25320.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,739,35,25.865,13.5,-12.364999999999998,-12364.999999999998,-61824.99999999999,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,641,39,24.999,13.5,-11.498999999999999,-11498.999999999998,-57494.99999999999,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,287,37,10.619,13.5,2.8810000000000002,2881.0,14405.000000000002,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,626,38,23.788,13.5,-10.288,-10288.0,-51440.0,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,900,24,21.6,13.5,-8.100000000000001,-8100.000000000002,-40500.00000000001,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,1228,30,36.84,13.5,-23.340000000000003,-23340.000000000004,-116700.00000000001,100.0
Maharashtra,Jaipur,Garlic,2024-02-11,10,65,37.5,Pune,51,1455,29,42.195,13.5,-28.695,-28695.0,-143475.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,480,27,12.96,51.5,38.54,38540.0,192700.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,1207,17,20.519,51.5,30.981,30981.0,154905.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,1382,38,52.516,51.5,-1.0159999999999982,-1015.9999999999982,-5079.999999999991,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,382,28,10.696,51.5,40.804,40804.0,204020.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,629,20,12.58,51.5,38.92,38920.0,194600.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,1452,39,56.628,51.5,-5.128,-5128.0,-25640.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,73,17,1.241,51.5,50.259,50259.0,251295.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,48,39,1.872,51.5,49.628,49628.0,248140.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,207,16,3.312,51.5,48.188,48188.0,240940.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,1085,34,36.89,51.5,14.61,14610.0,73050.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,430,23,9.89,51.5,41.61,41610.0,208050.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,1275,17,21.675,51.5,29.825,29825.0,149125.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,671,16,10.736,51.5,40.763999999999996,40763.99999999999,203819.99999999997,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,1118,23,25.714,51.5,25.786,25786.0,128930.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,884,21,18.564,51.5,32.936,32936.0,164680.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,739,35,25.865,51.5,25.635,25635.0,128175.00000000001,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,641,39,24.999,51.5,26.501,26501.0,132505.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,287,37,10.619,51.5,40.881,40881.0,204405.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,626,38,23.788,51.5,27.712,27712.0,138560.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,900,24,21.6,51.5,29.9,29900.0,149500.0,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,1228,30,36.84,51.5,14.659999999999997,14659.999999999996,73299.99999999999,100.0
Delhi,Jaipur,Onion,2024-02-27,6,67,36.5,Pune,88,1455,29,42.195,51.5,9.305,9305.0,46525.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,480,27,12.96,51.5,38.54,38540.0,192700.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,1207,17,20.519,51.5,30.981,30981.0,154905.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,1382,38,52.516,51.5,-1.0159999999999982,-1015.9999999999982,-5079.999999999991,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,382,28,10.696,51.5,40.804,40804.0,204020.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,629,20,12.58,51.5,38.92,38920.0,194600.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,1452,39,56.628,51.5,-5.128,-5128.0,-25640.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,73,17,1.241,51.5,50.259,50259.0,251295.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,48,39,1.872,51.5,49.628,49628.0,248140.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,207,16,3.312,51.5,48.188,48188.0,240940.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,1085,34,36.89,51.5,14.61,14610.0,73050.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,430,23,9.89,51.5,41.61,41610.0,208050.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,1275,17,21.675,51.5,29.825,29825.0,149125.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,671,16,10.736,51.5,40.763999999999996,40763.99999999999,203819.99999999997,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,1118,23,25.714,51.5,25.786,25786.0,128930.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,884,21,18.564,51.5,32.936,32936.0,164680.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,739,35,25.865,51.5,25.635,25635.0,128175.00000000001,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,641,39,24.999,51.5,26.501,26501.0,132505.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,287,37,10.619,51.5,40.881,40881.0,204405.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,626,38,23.788,51.5,27.712,27712.0,138560.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,900,24,21.6,51.5,29.9,29900.0,149500.0,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,1228,30,36.84,51.5,14.659999999999997,14659.999999999996,73299.99999999999,100.0
Karnataka,Jaipur,Tomato,2024-02-29,14,49,31.5,Pune,83,1455,29,42.195,51.5,9.305,9305.0,46525.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,480,27,12.96,81.0,68.03999999999999,68039.99999999999,340199.99999999994,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,1207,17,20.519,81.0,60.481,60481.0,302405.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,1382,38,52.516,81.0,28.484,28484.0,142420.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,382,28,10.696,81.0,70.304,70304.0,351520.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,629,20,12.58,81.0,68.42,68420.0,342100.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,1452,39,56.628,81.0,24.372,24372.0,121860.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,73,17,1.241,81.0,79.759,79759.0,398795.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,48,39,1.872,81.0,79.128,79128.0,395640.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,207,16,3.312,81.0,77.688,77688.0,388440.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,1085,34,36.89,81.0,44.11,44110.0,220550.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,430,23,9.89,81.0,71.11,71110.0,355550.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,1275,17,21.675,81.0,59.325,59325.0,296625.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,671,16,10.736,81.0,70.264,70264.0,351320.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,1118,23,25.714,81.0,55.286,55286.0,276430.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,884,21,18.564,81.0,62.436,62436.0,312180.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,739,35,25.865,81.0,55.135000000000005,55135.00000000001,275675.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,641,39,24.999,81.0,56.001000000000005,56001.00000000001,280005.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,287,37,10.619,81.0,70.381,70381.0,351905.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,626,38,23.788,81.0,57.212,57212.0,286060.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,900,24,21.6,81.0,59.4,59400.0,297000.0,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,1228,30,36.84,81.0,44.16,44160.0,220799.99999999997,100.0
Gujarat,Jaipur,Potato,2024-02-20,16,40,28.0,Pune,109,1455,29,42.195,81.0,38.805,38805.0,194025.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,480,27,12.96,78.0,65.03999999999999,65039.99999999999,325199.99999999994,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,1207,17,20.519,78.0,57.481,57481.0,287405.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,1382,38,52.516,78.0,25.484,25484.0,127420.00000000001,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,382,28,10.696,78.0,67.304,67304.0,336520.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,629,20,12.58,78.0,65.42,65420.0,327100.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,1452,39,56.628,78.0,21.372,21372.0,106860.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,73,17,1.241,78.0,76.759,76759.0,383795.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,48,39,1.872,78.0,76.128,76128.0,380640.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,207,16,3.312,78.0,74.688,74688.0,373440.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,1085,34,36.89,78.0,41.11,41110.0,205550.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,430,23,9.89,78.0,68.11,68110.0,340550.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,1275,17,21.675,78.0,56.325,56325.0,281625.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,671,16,10.736,78.0,67.264,67264.0,336320.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,1118,23,25.714,78.0,52.286,52286.0,261430.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,884,21,18.564,78.0,59.436,59436.0,297180.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,739,35,25.865,78.0,52.135000000000005,52135.00000000001,260675.00000000003,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,641,39,24.999,78.0,53.001000000000005,53001.00000000001,265005.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,287,37,10.619,78.0,67.381,67381.0,336905.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,626,38,23.788,78.0,54.212,54212.0,271060.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,900,24,21.6,78.0,56.4,56400.0,282000.0,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,1228,30,36.84,78.0,41.16,41160.0,205799.99999999997,100.0
Delhi,Jaipur,Brinjal,2024-03-15,14,44,29.0,Pune,107,1455,29,42.195,78.0,35.805,35805.0,179025.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,480,27,12.96,77.5,64.53999999999999,64539.99999999999,322699.99999999994,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,1207,17,20.519,77.5,56.981,56981.0,284905.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,1382,38,52.516,77.5,24.984,24984.0,124920.00000000001,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,382,28,10.696,77.5,66.804,66804.0,334020.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,629,20,12.58,77.5,64.92,64920.0,324600.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,1452,39,56.628,77.5,20.872,20872.0,104360.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,73,17,1.241,77.5,76.259,76259.0,381295.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,48,39,1.872,77.5,75.628,75628.0,378140.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,207,16,3.312,77.5,74.188,74188.0,370940.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,1085,34,36.89,77.5,40.61,40610.0,203050.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,430,23,9.89,77.5,67.61,67610.0,338050.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,1275,17,21.675,77.5,55.825,55825.0,279125.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,671,16,10.736,77.5,66.764,66764.0,333820.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,1118,23,25.714,77.5,51.786,51786.0,258930.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,884,21,18.564,77.5,58.936,58936.0,294680.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,739,35,25.865,77.5,51.635000000000005,51635.00000000001,258175.00000000003,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,641,39,24.999,77.5,52.501000000000005,52501.00000000001,262505.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,287,37,10.619,77.5,66.881,66881.0,334405.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,626,38,23.788,77.5,53.712,53712.0,268560.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,900,24,21.6,77.5,55.9,55900.0,279500.0,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,1228,30,36.84,77.5,40.66,40660.0,203299.99999999997,100.0
UP,Jaipur,Brinjal,2024-03-15,26,33,29.5,Pune,107,1455,29,42.195,77.5,35.305,35305.0,176525.0,100.0
Rajasthan,Azadpur,Cabbage,2024-02-22,21,69,45.0,Pune,51,1343,21,28.203,6.0,-22.203,-22203.0,-111015.0,100.0
Rajasthan,Azadpur,Cabbage,2024-02-22,21,69,45.0,Pune,51,79,32,2.528,6.0,3.472,3472.0,17360.0,100.0
Rajasthan,Azadpur,Cabbage,2024-02-22,21,69,45.0,Pune,51,1121,17,19.057,6.0,-13.056999999999999,-13056.999999999998,-65284.99999999999,100.0
Rajasthan,Azadpur,Cabbage,2024-02-22,21,69,45.0,Pune,51,543,30,16.29,6.0,-10.29,-10290.0,-51449.99999999999,100.0
